Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
Billie Eilish - Hit Me Hard And Soft,Billie Eilish - Hit Me Hard And Soft,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album,Limited Edition,Stereo, Darkroom,Interscope Records,Darkroom,Darkroom,Interscope Records,Interscope Records,GZ Media,The Bakery,UMG Commercial Services,HMV,Target,Mixup,Media Markt,Saturn, Electronic,Pop, Indie Pop",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/eUI7bNgZuSklYf85UdRwsnirOFkCZcQ4LPSfTQiArf4/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjk2/MDY3LTE3MTYyMDU2/NTAtODE3Ny5qcGVn.jpeg,,Billie Eilish - Hit Me Hard And Soft,,Billie Eilish - Hit Me Hard And Soft | Village Record Club,Billie Eilish - Hit Me Hard And Soft is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Black Sabbath - Black Sabbath,Black Sabbath - Black Sabbath,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album, Warner Bros. Records,Warner Bros. Records,Tony Hall Enterprises,Warner Bros. Records Inc.,Warner Bros. Inc.,Warner Bros. Records Inc.,Artisan Sound Recorders,Columbia Records Pressing Plant, Pitman, Rock, Hard Rock,Blues Rock",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/QgzUUDz6rrLiNrjJ6ZHRmDjPoLLkLZPmfj8UJvbY6uw/rs:fit/g:sm/q:90/h:603/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwMTEz/OTEtMTM0Nzc4NDk1/MC0yMDQ2LmpwZWc.jpeg,,Black Sabbath - Black Sabbath,,Black Sabbath - Black Sabbath | Village Record Club,Black Sabbath - Black Sabbath is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Boards Of Canada - The Campfire Headphase,Boards Of Canada - The Campfire Headphase,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album,Reissue,Stereo, Warp Records,Music70,Warp Records Limited,Warp Records Limited,Hexagon Sun,Record Industry,Warp Music, Electronic, Downtempo,Ambient",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/Fvonnm8MduhorDGkU8DSFgFAErXJocYj90-CmphMPwA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwMDY4/ODgtMTM4MTk1MzA3/MC00OTE3LmpwZWc.jpeg,,Boards Of Canada - The Campfire Headphase,,Boards Of Canada - The Campfire Headphase | Village Record Club,Boards Of Canada - The Campfire Headphase is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Bon Jovi - New Jersey,Bon Jovi - New Jersey,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album,Stereo, Vertigo,Vertigo,Vertigo,PolyGram Records, Inc.,PolyGram Records, Inc.,Bon Jovi Publishing,PolyGram Music Publishing, Inc.,New Jersey Underground Music, Inc.,Mike Chapman Publishing Enterprises,Knighty-Knight Music,Arista Music, Inc.,Desmobile Music,SBK April Music Inc.,Realsongs,Little Mountain Sound Studios,Chalet Sound,Sterling Sound,PDO, Germany, Rock, Hard Rock,Arena Rock",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/JunYpc6lHhL0Tk5ut1ChqseQ7j8-2VgsNw0964q7p6w/rs:fit/g:sm/q:90/h:463/w:464/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5Mjcx/NDUtMTM4MzEzOTcx/NS00Nzg5LmpwZWc.jpeg,,Bon Jovi - New Jersey,,Bon Jovi - New Jersey | Village Record Club,Bon Jovi - New Jersey is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Bright Eyes - Digital Ash In A Digital Urn,Bright Eyes - Digital Ash In A Digital Urn,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album,Stereo, Saddle Creek,Presto!,Chase Park Transduction,Presto!,Studio B, Omaha, NE,AcousTech Mastering,Record Technology Incorporated, Electronic,Rock, Synth-pop,Indie Rock",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/p_Kc-91hu_4wj483Xz1TMllIWtgn8FCURXptJ-mHh3g/rs:fit/g:sm/q:90/h:400/w:415/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1MTAy/Ni0xMzkzNjgzNDU1/LTMwMDcuanBlZw.jpeg,,Bright Eyes - Digital Ash In A Digital Urn,,Bright Eyes - Digital Ash In A Digital Urn | Village Record Club,Bright Eyes - Digital Ash In A Digital Urn is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Buddy Guy - Stone Crazy!,Buddy Guy - Stone Crazy!,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album, Alligator Records,Studio Condorcet,Presswell, Blues, Chicago Blues",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/Ygz-DUimNMut99y0Kj0wb3gctxjMIReWE90gDjYyL0A/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzMx/NzItMTM2NzAxMzgy/MS05NzM4LmpwZWc.jpeg,,Buddy Guy - Stone Crazy!,,Buddy Guy - Stone Crazy! | Village Record Club,Buddy Guy - Stone Crazy! is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Cannonball Adderley - Somethin' Else,Cannonball Adderley - Somethin' Else,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album,Reissue,Stereo, UMe,Blue Note,UMe,Blue Note,Blue Note,Blue Note,Blue Note Classic Vinyl Series,Universal Music,Universal International Music B.V.,Blue Note Records Inc.,Capitol Records, LLC,UMG Recordings, Inc.,Cohearent Audio,Cohearent Audio,Optimal Media GmbH,Van Gelder Studio, Hackensack, New Jersey, Jazz, Hard Bop,Bop",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/CnH5p4LgS6O0c_phFr_h-B5L4fyC8GR55iGuesjn7C8/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3MzU1/MTgxLTE3MDk0NzMx/NzMtNjkwMC5qcGVn.jpeg,,Cannonball Adderley - Somethin' Else,,Cannonball Adderley - Somethin' Else | Village Record Club,Cannonball Adderley - Somethin' Else is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
CeeLo Green* - CeeLo Green Is Thomas Callaway,CeeLo Green* - CeeLo Green Is Thomas Callaway,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album, Easy Eye Sound,BMG,Easy Eye Sound,BMG Rights Management (US) LLC,Easy Eye Sound Studios, Nashville, TN,Easy Eye Sound Studios, Nashville, TN,God Given Music,Primary Wave Beats,BMG Platinum Songs,Hour Box Music,Seminole Wind Music,Fresh Cookies,Milk White Steed Music,Scarlet Moon Music,Janwood Music,Sterling Sound Nashville, Funk / Soul, Contemporary R&B,Soul",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/JbDQJh3U72I4schvoiUYBw4mMlOFJFe5SVyBKR1y1Rw/rs:fit/g:sm/q:90/h:592/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NzI5/NDk1LTE1OTY3MTg2/ODUtMjE5OC5qcGVn.jpeg,,CeeLo Green* - CeeLo Green Is Thomas Callaway,,CeeLo Green* - CeeLo Green Is Thomas Callaway | Village Record Club,CeeLo Green* - CeeLo Green Is Thomas Callaway is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Chet Baker - Chet Baker Sings,Chet Baker - Chet Baker Sings,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album,Limited Edition,Reissue,Remastered, Pan Am Records,Jazz Classics,Pan-Am Records,Pan-Am Records,GZ Digital Media, Jazz, Cool Jazz",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/JTfdkbpvYDsFvswEOtsfsYBafowkU1XinZV81OVuTOs/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1NjMx/NzktMTU5NjU2MTI3/OC01MzMzLmpwZWc.jpeg,,Chet Baker - Chet Baker Sings,,Chet Baker - Chet Baker Sings | Village Record Club,Chet Baker - Chet Baker Sings is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Clairo (2) - Charm,Clairo (2) - Charm,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album,Limited Edition, Clairo Records,Good Buddy,Clairo Records, LLC,Clairo Records, LLC,Virgin Music Group,The Diamond Mine,Diamond Mine North,Allaire Studios,Electric Lady Studios,Fred Short Sound,Jensquarters,Electric Lady Studios,The Bunker Studio,GZ Media,Precision Record Pressing, Rock,Pop, Soft Rock",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/m-rUowWBpXLwwA8cww3pLhmOY-3kXiJlGjqco08SHmA/rs:fit/g:sm/q:90/h:592/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxMjAw/Mjc3LTE3MjY4NTg1/MTItMTI1Ny5qcGVn.jpeg,,Clairo (2) - Charm,,Clairo (2) - Charm | Village Record Club,Clairo (2) - Charm is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Common - Let Love,Common - Let Love,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album, Loma Vista,Common,Common,Loma Vista Recordings,Concord Music Group, Inc.,Universal International Music B.V.,Electric Lady Studios,Henson Recording Studios,NRG Studios,Electric Garden, Brooklyn,Brooklyn Recording,Larrabee Sound Studios,Larrabee Sound Studios,Think Common Music Inc.,Songs Of Reach Music,Abayomi Publishing,Boom Bishop Music,Karriem Riggins Music,Missing Link Music, LLC, Hip Hop, ",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/U4PQYLiU7pOKV961kbQ1K6UIxKM7vrSrdB3nVyzDeq8/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDg3/NDMyLTE1Njc2OTEx/NjctMTYyNS5qcGVn.jpeg,,Common - Let Love,,Common - Let Love | Village Record Club,Common - Let Love is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Crystal Castles - (III),Crystal Castles - (III),,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album, Casablanca,Polydor Ltd. (UK),Polydor Ltd. (UK),Universal Republic Records,Casablanca Records,Universal Music Distribution,Universal Music Publishing,Sterling Sound,United Record Pressing, Electronic, Experimental,Witch House,Electro,Synth-pop,Ethereal",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/_YzpqqM9hzy26J_j9GZIV2ltPbMjU1KBDOqJgku3d98/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxNjE0/OTEtMTM1NzYyODky/NC05NDc4LmpwZWc.jpeg,,Crystal Castles - (III),,Crystal Castles - (III) | Village Record Club,Crystal Castles - (III) is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
DaBaby - Blame It On Baby,DaBaby - Blame It On Baby,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album,Deluxe Edition, South Coast Music Group,Interscope Records,Sterling Sound, Hip Hop, Trap",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/xpznQbcDRKyWxJEZin9cDi-1QmU7V58V5ivt3BOEnb0/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2OTkw/NTg3LTE2MTI2MjMw/NjItNzY1NC5qcGVn.jpeg,,DaBaby - Blame It On Baby,,DaBaby - Blame It On Baby | Village Record Club,DaBaby - Blame It On Baby is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
David Bowie - David Bowie,David Bowie - David Bowie,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,7"",45 RPM,EP, RCA Victor,RCA Limited, Australia,RCA Limited, Australia,RCA Corporation,Essex, Rock, Classic Rock",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/RntPa_hcMt0f-s0KMrep2g5nOBmP-hY3U2sr1J5wXVs/rs:fit/g:sm/q:90/h:598/w:599/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkyODky/MC0xMTczOTA2MTI0/LmpwZWc.jpeg,,David Bowie - David Bowie,,David Bowie - David Bowie | Village Record Club,David Bowie - David Bowie is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Deafheaven - Ordinary Corrupt Human Love,Deafheaven - Ordinary Corrupt Human Love,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album, Anti-,Deafheaven,Deafheaven,Anti, Inc.,25th Street Recording, Oakland, CA,Independent Record Pressing, Rock, Post-Metal,Blackgaze",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/0cvRaT5By8g7jxtBrDhV37LnLfso-xZ8cQZXUPXpLZc/rs:fit/g:sm/q:90/h:589/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMjQy/OTgzLTE2MzMyODQ1/NTctNjIxOC5qcGVn.jpeg,,Deafheaven - Ordinary Corrupt Human Love,,Deafheaven - Ordinary Corrupt Human Love | Village Record Club,Deafheaven - Ordinary Corrupt Human Love is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
Depeche Mode - Songs Of Faith And Devotion,Depeche Mode - Songs Of Faith And Devotion,,Village Record Club,Media > Music & Sound Recordings > Records & LPs,album,"Vinyl,LP,Album,Reissue,Remastered, Legacy,Sony Music,Mute,Legacy Vinyl,Venusnote Limited,Venusnote Limited,Grabbing Hands Music Overseas Ltd.,Grabbing Hands Music Ltd.,The Villa,Chateau Du Pape,Olympic Studios,Super Audio Mastering,Sony Music Entertainment International Ltd.,Sony Music Entertainment,The Exchange,Record Industry, Electronic,Rock, Alternative Rock,Synth-pop",,,,,,,,,,,,deny,manual,,,,,,https://i.discogs.com/M8lm5SYKkav2ewb5ucN2unNhsqp6_4FehwL1FI1Veks/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkxODA2/NzAtMTQ3ODczMDk4/My02NDY5LmpwZWc.jpeg,,Depeche Mode - Songs Of Faith And Devotion,,Depeche Mode - Songs Of Faith And Devotion | Village Record Club,Depeche Mode - Songs Of Faith And Devotion is available to add to your wishlist.,,,,,,,,,,,,,,,,,,,,Active
